SAalphabet - 49971991 function calls (47933653 primitive calls) in 132.141 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    21874    0.250    0.000   12.984    0.001 action.py:74(effect)
     9999    0.391    0.000   15.750    0.002 action.py:80(getSuccessors)
    30928    0.312    0.000    0.891    0.000 action.py:93(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
        1    0.000    0.000    0.031    0.031 communicator.py:10(loadFile)
        1    0.016    0.016    0.031    0.031 communicator.py:15(parseMap)
       26    0.000    0.000    0.000    0.000 condition.py:17(__init__)
    10988    0.094    0.000    0.141    0.000 condition.py:21(check)
       26    0.000    0.000    0.000    0.000 condition.py:4(__init__)
        2    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
   150987    0.484    0.000    0.719    0.000 entity.py:20(__init__)
   150986    0.781    0.000    1.500    0.000 entity.py:24(copyConstructor)
    75494    0.219    0.000    0.594    0.000 entity.py:27(__hash__)
    32485    0.156    0.000    0.172    0.000 entity.py:30(__eq__)
  2113857    2.797    0.000    2.797    0.000 entity.py:4(__init__)
  1962844    5.484    0.000    8.047    0.000 entity.py:40(__init__)
  1962818    6.047    0.000   14.094    0.000 entity.py:44(copyConstructor)
  1962844    4.062    0.000   15.312    0.000 entity.py:47(__hash__)
   844610    2.641    0.000    3.594    0.000 entity.py:50(__eq__)
       26    0.000    0.000    0.000    0.000 entity.py:60(__init__)
       12    0.000    0.000    0.000    0.000 enum.py:265(__call__)
       12    0.000    0.000    0.000    0.000 enum.py:515(__new__)
        6    0.000    0.000    0.000    0.000 enum.py:801(__and__)
  3397867   11.547    0.000   18.344    0.000 location.py:12(manhattanDistance)
   101852    0.875    0.000    1.172    0.000 location.py:18(fromDirection)
    61856    0.172    0.000    0.219    0.000 location.py:23(direction)
    19998    0.422    0.000    0.625    0.000 location.py:27(getNeighbors)
      319    0.016    0.000    0.016    0.000 location.py:33(__lt__)
  1091122    1.297    0.000    1.297    0.000 location.py:36(__eq__)
  6613205   14.094    0.000   21.672    0.000 location.py:39(__hash__)
   182152    0.266    0.000    0.266    0.000 location.py:5(__init__)
    43243    0.062    0.000    0.328    0.000 location.py:9(isNeighbor)
   614742    0.797    0.000   37.234    0.000 node.py:11(f)
    43008    0.125    0.000    0.188    0.000 node.py:16(g)
   285867    0.797    0.000    1.391    0.000 node.py:30(__lt__)
    75494    0.141    0.000    0.141    0.000 node.py:4(__init__)
        1    0.000    0.000  132.141  132.141 profile:0(main())
        0    0.000             0.000          profile:0(profiler)
    43009    0.469    0.000    2.219    0.000 queue.py:115(put)
    10000    0.078    0.000    1.078    0.000 queue.py:147(get)
    43009    0.109    0.000    2.328    0.000 queue.py:178(put_nowait)
    10000    0.047    0.000    1.125    0.000 queue.py:186(get_nowait)
        2    0.000    0.000    0.000    0.000 queue.py:220(_init)
    20000    0.031    0.000    0.078    0.000 queue.py:223(_qsize)
    43009    0.156    0.000    1.062    0.000 queue.py:226(_put)
    10000    0.000    0.000    0.891    0.000 queue.py:229(_get)
        2    0.000    0.000    0.000    0.000 queue.py:27(__init__)
    10000    0.062    0.000    0.094    0.000 queue.py:90(empty)
      701    0.016    0.000    0.016    0.000 re.py:169(match)
      701    0.000    0.000    0.000    0.000 re.py:286(_compile)
        1    0.000    0.000    0.000    0.000 search.py:40(searchStatus)
        1    0.000    0.000    0.000    0.000 search.py:6(__init__)
        1    0.484    0.484  131.828  131.828 search.py:9(search)
        6    0.000    0.000    0.000    0.000 sre_compile.py:223(_compile_charset)
        6    0.000    0.000    0.000    0.000 sre_compile.py:250(_optimize_charset)
        3    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
        3    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
        3    0.000    0.000    0.000    0.000 sre_compile.py:482(_compile_info)
        6    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
        3    0.000    0.000    0.000    0.000 sre_compile.py:542(_code)
        3    0.000    0.000    0.000    0.000 sre_compile.py:557(compile)
        3    0.000    0.000    0.000    0.000 sre_compile.py:64(_compile)
        3    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:171(append)
        3    0.000    0.000    0.000    0.000 sre_parse.py:173(getwidth)
        3    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
       18    0.000    0.000    0.000    0.000 sre_parse.py:232(__next)
        9    0.000    0.000    0.000    0.000 sre_parse.py:248(match)
       12    0.000    0.000    0.000    0.000 sre_parse.py:253(get)
        6    0.000    0.000    0.000    0.000 sre_parse.py:285(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:407(_parse_sub)
        3    0.000    0.000    0.000    0.000 sre_parse.py:470(_parse)
        3    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        3    0.000    0.000    0.000    0.000 sre_parse.py:828(fix_flags)
        3    0.000    0.000    0.000    0.000 sre_parse.py:844(parse)
    75494    0.516    0.000   42.406    0.001 state.py:10(__init__)
    75494    8.281    0.000   12.406    0.000 state.py:100(setUpBoxes)
    75494    0.375    0.000    0.656    0.000 state.py:110(setUpAgents)
  1118208    6.938    0.000   19.516    0.000 state.py:118(getClosetsBox)
    32485    4.797    0.000   17.109    0.001 state.py:128(__eq__)
   199887    3.422    0.000   19.656    0.000 state.py:139(__hash__)
        1    0.000    0.000    0.016    0.016 state.py:144(__str__)
    75493    6.219    0.000   41.750    0.001 state.py:29(copyConstructor)
    10000    0.031    0.000    0.172    0.000 state.py:41(isGoal)
    43008    5.297    0.000   36.250    0.001 state.py:47(h)
   101852    0.562    0.000    1.438    0.000 state.py:58(free)
    75493    0.484    0.000    1.484    0.000 state.py:61(changeAgent)
    43243    0.328    0.000    0.844    0.000 state.py:69(changeBox)
     9999    0.141    0.000   52.984    0.005 state.py:75(getSuccessors)
  1161451    3.031    0.000    4.594    0.000 state.py:79(getBox)
    75494    0.156    0.000    0.406    0.000 state.py:89(getAgent)
        1    0.000    0.000    0.000    0.000 strategy.py:11(reset)
    10000    0.047    0.000    0.141    0.000 strategy.py:15(fronterEmpty)
    10000    0.031    0.000    1.219    0.000 strategy.py:18(getLeaf)
    43009    0.219    0.000    2.641    0.000 strategy.py:23(addToFrontier)
    10000    0.000    0.000    0.016    0.000 strategy.py:27(addToExplored)
    75493    0.484    0.000   37.531    0.000 strategy.py:30(known)
    75493    0.203    0.000   27.094    0.000 strategy.py:33(inExplored)
    61385    0.203    0.000    9.953    0.000 strategy.py:36(inFrontier)
        1    0.000    0.000    0.000    0.000 strategy.py:6(__init__)
        6    0.000    0.000    0.000    0.000 threading.py:215(__init__)
    53009    0.141    0.000    0.234    0.000 threading.py:239(__enter__)
    53009    0.172    0.000    0.203    0.000 threading.py:242(__exit__)
    53009    0.062    0.000    0.109    0.000 threading.py:254(_is_owned)
    53009    0.203    0.000    0.312    0.000 threading.py:334(notify)
